更新时间,#genre#
江苏卫视,http://114.227.177.232:4022/rtp/239.49.1.16:6000
江苏城市,http://114.227.177.232:4022/rtp/239.49.1.17:6000
江苏综艺,http://114.227.177.232:4022/rtp/239.49.1.18:6000
江苏体育,http://114.227.177.232:4022/rtp/239.49.1.19:6000
江苏影视,http://114.227.177.232:4022/rtp/239.49.1.20:6000
江苏卡通,http://114.227.177.232:4022/rtp/239.49.1.21:6000
江苏公共,http://114.227.177.232:4022/rtp/239.49.1.22:6000
江苏购物,http://114.227.177.232:4022/rtp/239.49.1.24:6000
江苏教育,http://114.227.177.232:4022/rtp/239.49.1.25:6000
江苏靓妆,http://114.227.177.232:4022/rtp/239.49.1.26:6000
南京科教,http://114.227.177.232:4022/rtp/239.49.1.27:6000
南京生活,http://114.227.177.232:4022/rtp/239.49.1.28:6000
财富天下,http://114.227.177.232:4022/rtp/239.49.1.29:6000
青海卫视,http://114.227.177.232:4022/rtp/239.49.1.31:6000
东方卫视,http://114.227.177.232:4022/rtp/239.49.1.32:6000
北京卫视,http://114.227.177.232:4022/rtp/239.49.1.33:6000
浙江卫视,http://114.227.177.232:4022/rtp/239.49.1.34:6000
辽宁卫视,http://114.227.177.232:4022/rtp/239.49.1.35:6000
安徽卫视,http://114.227.177.232:4022/rtp/239.49.1.36:6000
山东卫视,http://114.227.177.232:4022/rtp/239.49.1.37:6000
湖南卫视,http://114.227.177.232:4022/rtp/239.49.1.38:6000
广东卫视,http://114.227.177.232:4022/rtp/239.49.1.39:6000
广西卫视,http://114.227.177.232:4022/rtp/239.49.1.40:6000
海南卫视,http://114.227.177.232:4022/rtp/239.49.1.41:6000
重庆卫视,http://114.227.177.232:4022/rtp/239.49.1.42:6000
四川卫视,http://114.227.177.232:4022/rtp/239.49.1.43:6000
河南卫视,http://114.227.177.232:4022/rtp/239.49.1.44:6000
东南卫视,http://114.227.177.232:4022/rtp/239.49.1.45:6000
天津卫视,http://114.227.177.232:4022/rtp/239.49.1.46:6000
江西卫视,http://114.227.177.232:4022/rtp/239.49.1.47:6000
